Late_delivery_risk,Sales,Order Item Quantity,Benefit per order,n_line_items,n_distinct_categories,Benefit_per_order_capped,priority_value_component,order_hour,order_dayofweek,order_month,order_is_weekend,order_is_holiday_season,sales_per_scheduled_day,is_express_shipping,country_delay_rate,region_delay_rate,Shipping Mode_First Class,Shipping Mode_Same Day,Shipping Mode_Second Class,Shipping Mode_Standard Class,Customer Segment_Consumer,Customer Segment_Corporate,Customer Segment_Home Office,Type_CASH,Type_DEBIT,Type_PAYMENT,Type_TRANSFER,category_frequency
1,-0.5642431192720336,-1.3944688205486768,0.0,-1.417761700277444,-1.3527071008040434,-0.3717514310481084,-0.5642431192720336,8,3,1,0,0,-0.27048914033714655,0,0.2609647394073333,0.17807364316080515,False,False,True,False,False,False,True,True,False,False,False,-0.24930986630915827
1,0.4691032112908146,-0.4012919295223217,203.03999706,0.0002464708071237929,0.30439195091353227,0.7874901353340654,0.4691032112908146,9,3,1,0,0,0.41964303240764983,0,0.2609647394073333,0.17807364316080515,False,False,True,False,True,False,False,False,False,True,False,-0.24930986630915827
0,1.6794225091435935,0.3435907387474448,352.21000341900003,1.4182546418916917,0.30439195091353227,1.6391650483205225,1.6794225091435935,9,3,1,0,0,0.08438694779471541,0,-0.010948678810205262,0.17807364316080515,False,False,False,True,False,True,False,False,True,False,False,0.7247415179542858
1,1.5316497887997402,0.5918849615040336,187.20000461,1.4182546418916917,1.13294147677232,0.6970528918101031,1.5316497887997402,9,3,1,0,0,0.03504109657958402,0,-0.010948678810205262,0.17807364316080515,False,False,False,True,False,False,True,False,False,False,True,-0.39916392542661133
1,-1.4499348211427971,-1.146174597792088,19.79999924,-1.417761700277444,-1.3527071008040434,-0.25870482709962306,-1.4499348211427971,10,3,1,0,0,-0.9606016053020289,0,-0.010948678810205262,0.17807364316080515,False,False,False,True,True,False,False,False,False,True,False,-0.8389855889363376
0,-0.2690814509872415,-0.4012919295223217,179.6699982,-1.417761700277444,-1.3527071008040434,0.6540608875154188,-0.2690814509872415,10,3,1,0,0,-0.5662783866795849,0,-0.010948678810205262,0.17807364316080515,False,False,False,True,True,False,False,False,False,True,False,0.06388511724631801
1,0.20314178995209933,0.09529651599085597,-176.4499931,0.7092505563494077,0.30439195091353227,-1.3791793730851745,0.20314178995209933,11,3,1,0,0,1.5432300379640622,1,-0.010948678810205262,0.17807364316080515,True,False,False,False,True,False,False,False,False,True,False,-0.39916392542661133
1,-0.859493359085767,-1.3944688205486768,131.1199951,-1.417761700277444,-1.3527071008040434,0.37686830252502485,-0.859493359085767,11,3,1,0,0,0.12384394726000272,1,-0.010948678810205262,0.17807364316080515,True,False,False,False,True,False,False,False,False,False,True,0.7247415179542858
1,-1.3613892579838953,-1.3944688205486768,33.68999863,-1.417761700277444,-1.3527071008040434,-0.17940092204118868,-1.3613892579838953,11,3,1,0,0,-0.802872311819152,0,0.2609647394073333,0.17807364316080515,False,False,True,False,True,False,False,False,True,False,False,-0.39916392542661133
0,0.6166988224124632,-0.6495861522789105,173.59999931899998,0.0002464708071237929,0.30439195091353227,0.6194046862120414,0.6166988224124632,12,3,1,0,0,0.5182164504169801,0,0.2609647394073333,0.17807364316080515,False,False,True,False,True,False,False,False,False,False,True,0.7247415179542858
1,-1.2729323001305624,-0.4012919295223217,20.539999485,-0.7087576147351601,-0.5241575749452556,-0.25447985145167973,-1.2729323001305624,12,3,1,0,0,-0.7437953201928651,0,0.2609647394073333,0.17807364316080515,False,False,True,False,False,True,False,True,False,False,False,-1.5376801395714625
1,-0.68240227794125,0.3435907387474448,118.59999847,-0.7087576147351601,-0.5241575749452556,0.30538632501016194,-0.68240227794125,12,3,1,0,0,-0.3494030866978665,0,-1.1701760821945415,-1.2317293505705633,False,False,True,False,False,True,False,False,False,False,True,-1.4642516506039103
1,-1.154714090114282,-1.3944688205486768,3.720000029,-1.417761700277444,-1.3527071008040434,-0.35051237114364364,-1.154714090114282,13,3,1,0,0,-0.6648419357142099,0,-1.1701760821945415,-1.2317293505705633,False,False,True,False,True,False,False,False,False,False,True,-1.1926411684535252
1,-0.7771185826270182,0.3435907387474448,58.629999161,-0.7087576147351601,-0.5241575749452556,-0.037007867964335514,-0.7771185826270182,14,3,1,0,0,0.23387382161176656,1,0.3730961546327023,-1.2317293505705633,True,False,False,False,False,False,True,False,False,True,False,-1.6380823591801559
1,0.4394305869315048,0.09529651599085597,144.43000031,0.0002464708071237929,0.30439195091353227,0.45286077450893514,0.4394305869315048,14,3,1,0,0,1.8588463923877123,1,0.2609647394073333,0.17807364316080515,True,False,False,False,True,False,False,False,False,False,True,1.4567785967430438
1,-0.18047684764173483,-0.8978803750354993,4.799999241999998,0.0002464708071237929,0.30439195091353227,-0.34434619700308916,-0.18047684764173483,14,3,1,0,0,1.0308218432713356,1,0.2609647394073333,0.17807364316080515,True,False,False,False,True,False,False,False,False,True,False,0.7247415179542858
1,-0.5642431192720336,-1.3944688205486768,63.24000168,-1.417761700277444,-1.3527071008040434,-0.010687405895120173,-0.5642431192720336,15,3,1,0,0,-0.6648419357142099,0,0.2609647394073333,0.17807364316080515,False,False,False,True,True,False,False,False,False,False,True,-0.24930986630915827
1,-0.26937673066350426,2.081650298043566,97.550003527,0.7092505563494077,0.30439195091353227,0.18520296476883397,-0.26937673066350426,15,3,1,0,0,-0.5663769896351087,0,0.2609647394073333,0.17807364316080515,False,False,False,True,False,True,False,False,True,False,False,-1.4642516506039103
0,-1.0662571209823897,-0.8978803750354993,-194.509996376,-0.7087576147351601,-0.5241575749452556,-1.4822916011667713,-1.0662571209823897,15,3,1,0,0,-0.8324798338233407,0,-0.4710694658698101,-0.6538711868721646,False,False,False,True,False,True,False,False,True,False,False,-0.4163971422251196
0,-1.4500529239550248,-0.8978803750354993,22.81000042,-0.7087576147351601,-0.5241575749452556,-0.24151945213291506,-1.4500529239550248,16,3,1,0,0,-0.9606410434594014,0,0.3730961546327023,-1.2317293505705633,False,False,False,True,True,False,False,False,False,False,True,-1.5376801395714625
1,-0.12145630834610632,-0.6495861522789105,205.82999797,0.0002464708071237929,0.30439195091353227,0.8034194353338104,-0.12145630834610632,16,3,1,0,0,-0.516981816193292,0,-0.4710694658698101,-0.6538711868721646,False,False,False,True,True,False,False,False,False,False,True,0.7247415179542858
0,-0.47569755611313186,-1.146174597792088,72.20999622000001,-0.7087576147351601,-0.5241575749452556,0.04052610214052241,-0.47569755611313186,17,3,1,0,0,-0.6352738518673936,0,-0.827050366186873,-0.6538711868721646,False,False,False,True,True,False,False,False,False,False,True,0.7247415179542858
0,-0.41661799936516697,-1.146174597792088,84.739999771,-0.7087576147351601,-0.5241575749452556,0.11206521341692322,-0.41661799936516697,17,3,1,0,0,-0.6155453728195878,0,0.2609647394073333,0.17807364316080515,False,False,False,True,True,False,False,True,False,False,False,-0.24930986630915827
0,-0.5646565130095581,0.3435907387474448,114.37000275,-0.7087576147351601,-1.3527071008040434,0.28123548313050195,-0.5646565130095581,17,3,1,0,0,-0.6649799805835044,0,-0.010948678810205262,0.17807364316080515,False,False,False,True,True,False,False,False,False,True,False,-0.4163971422251196
0,0.32124188587759267,-0.15299770676573285,147.26000428999998,0.0002464708071237929,0.30439195091353227,0.4690184690230535,0.32124188587759267,19,3,1,0,0,-0.3691512885117416,0,0.3730961546327023,-1.2317293505705633,False,False,False,True,True,False,False,False,True,False,False,0.7247415179542858
0,0.1382162684173146,0.8401791842606224,31.2599964,0.7092505563494077,0.30439195091353227,-0.19327483669941703,0.1382162684173146,19,3,1,0,0,-0.4302691651180385,0,0.3730961546327023,-1.2317293505705633,False,False,False,True,True,False,False,True,False,False,False,1.4567785967430438
0,0.6166397710063494,-0.15299770676573285,317.779997357,1.4182546418916917,1.9614910026311079,1.4425895226320242,0.6166397710063494,19,3,1,0,0,-0.2705088594158328,0,0.2609647394073333,0.17807364316080515,False,False,False,True,False,False,True,False,False,True,False,-0.24930986630915827
1,0.0852188594054068,-0.6495861522789105,137.91999721000002,0.7092505563494077,0.30439195091353227,0.41569240226665877,0.0852188594054068,20,3,1,0,0,-0.4479666281802582,0,-1.444499197599319,0.17807364316080515,False,False,False,True,True,False,False,False,False,True,False,1.4567785967430438
0,0.14418026864025757,0.3435907387474448,49.91999817,0.0002464708071237929,-0.5241575749452556,-0.08673696241961854,0.14418026864025757,21,3,1,0,0,0.20263952665762516,0,0.2609647394073333,0.17807364316080515,False,False,True,False,True,False,False,True,False,False,False,1.4567785967430438
0,1.6500156441900937,-0.6495861522789105,236.67999931,0.7092505563494077,0.30439195091353227,0.9795551937760528,1.6500156441900937,21,3,1,0,0,0.07456709214529468,0,-0.4710694658698101,-0.6538711868721646,False,False,False,True,False,True,False,True,False,False,False,-0.24930986630915827
0,0.9118309594139689,-0.6495861522789105,258.29000469,0.0002464708071237929,-0.5241575749452556,1.1029358914168015,0.9118309594139689,21,3,1,0,0,-0.17193545270527472,0,-0.010948678810205262,0.17807364316080515,False,False,False,True,True,False,False,False,True,False,False,-0.24930986630915827
1,0.20337793900660894,1.0884734070172113,-344.550000667,1.4182546418916917,0.30439195091353227,-2.3389337018012015,0.20337793900660894,22,3,1,0,0,1.5435454676612705,1,0.2609647394073333,0.17807364316080515,True,False,False,False,False,False,True,False,False,True,False,-0.8389855889363376
1,-0.859493359085767,-1.3944688205486768,19.79999924,-1.417761700277444,-1.3527071008040434,-0.25870482709962306,-0.859493359085767,22,3,1,0,0,0.12384394726000272,1,0.2609647394073333,0.17807364316080515,True,False,False,False,True,False,False,False,True,False,False,0.7247415179542858
0,0.2623394946265286,-0.4012919295223217,176.02000046,0.7092505563494077,0.30439195091353227,0.6332215004060965,0.2623394946265286,22,3,1,0,0,-0.38882060655723133,0,-0.010948678810205262,0.17807364316080515,False,False,False,True,True,False,False,False,True,False,False,-0.39916392542661133
0,-1.3023097012359306,-0.8978803750354993,-93.45999908,-1.417761700277444,-1.3527071008040434,-0.9053542546117808,-1.3023097012359306,23,3,1,0,0,-0.9113050424074067,0,-1.1701760821945415,-1.2317293505705633,False,False,False,True,False,True,False,False,True,False,False,-0.8389855889363376
0,-0.859493359085767,-1.3944688205486768,66.41999817,-1.417761700277444,-1.3527071008040434,0.007468544486754873,-0.859493359085767,23,3,1,0,0,-0.7634350615034542,0,-1.1701760821945415,-1.2317293505705633,False,False,False,True,True,False,False,False,False,False,True,0.7247415179542858
0,-1.03670256571773,-0.6495861522789105,65.33999634,-1.417761700277444,-1.3527071008040434,0.0013023554046360263,-1.03670256571773,23,3,1,0,0,-0.822610659841663,0,-0.827050366186873,-0.6538711868721646,False,False,False,True,True,False,False,False,False,False,True,1.4567785967430438
1,0.11477341472911659,-0.8978803750354993,80.71999741,0.0002464708071237929,0.30439195091353227,0.08911331279978245,0.11477341472911659,0,4,1,0,0,-0.4380974541788619,0,-0.827050366186873,-0.6538711868721646,False,False,False,True,True,False,False,False,False,True,False,0.7247415179542858
0,0.2032303726414999,0.3435907387474448,-121.73999786,0.0002464708071237929,0.30439195091353227,-1.0668167770591457,0.2032303726414999,0,4,1,0,0,-0.4085589583459998,0,-0.4710694658698101,-0.6538711868721646,False,False,False,True,False,False,True,False,True,False,False,0.06388511724631801
0,-0.3754601200686358,0.3435907387474448,151.52999497,0.7092505563494077,1.13294147677232,0.4933976591136529,-0.3754601200686358,0,4,1,0,0,-0.6018014924648708,0,0.3730961546327023,-1.2317293505705633,False,False,False,True,False,False,True,False,True,False,False,-1.6380823591801559
0,2.0329845699316067,3.32312141182651,192.480002635,1.4182546418916917,0.30439195091353227,0.7271986427440289,2.0329845699316067,1,4,1,0,0,0.20245218207045615,0,0.2609647394073333,0.17807364316080515,False,False,False,True,True,False,False,False,False,True,False,-0.4163971422251196
1,-1.390943813189505,-1.146174597792088,43.18999863,-1.417761700277444,-1.3527071008040434,-0.12516138776176156,-1.390943813189505,1,4,1,0,0,-0.9409026954171715,0,0.2609647394073333,0.17807364316080515,False,False,False,True,False,False,True,False,False,True,False,1.4567785967430438
1,0.5576782832349346,0.09529651599085597,85.439999582,0.7092505563494077,0.30439195091353227,0.11606180960053657,0.5576782832349346,1,4,1,0,0,-0.2901979116050384,0,0.2609647394073333,0.17807364316080515,False,False,False,True,True,False,False,False,False,True,False,-0.8389855889363376
0,0.4098169576445627,1.0884734070172113,-183.36001012,1.4182546418916917,1.9614910026311079,-1.4186315946670391,0.4098169576445627,2,4,1,0,0,-0.3395733508341241,0,0.3616822663309915,-0.6538711868721646,False,False,False,True,True,False,False,False,False,True,False,0.06388511724631801
0,0.17343957773955698,1.5850618525303888,160.81999874000002,0.7092505563494077,0.30439195091353227,0.5464382357388028,0.17343957773955698,4,4,1,0,0,-0.4185070200003505,0,-1.444499197599319,0.17807364316080515,False,False,False,True,True,False,False,False,False,False,True,-1.4642516506039103
0,-1.154714090114282,-1.3944688205486768,-296.9899902,-1.417761700277444,-1.3527071008040434,-2.0673934051638585,-1.154714090114282,4,4,1,0,0,-0.8620183334027415,0,-1.444499197599319,0.17807364316080515,False,False,False,True,False,True,False,False,True,False,False,-1.1926411684535252
1,2.683184786521773,2.3299445208001552,-50.45000267999998,1.4182546418916917,1.9614910026311079,-0.6597919204964293,2.683184786521773,5,4,1,0,0,1.8983427509386852,0,0.2609647394073333,0.17807364316080515,False,False,True,False,False,True,False,False,False,False,True,0.06388511724631801
0,-1.3909733447089918,-0.8978803750354993,-32.25,-1.417761700277444,-1.3527071008040434,-0.555880376365111,-1.3909733447089918,6,4,1,0,0,-0.9409125568987993,0,0.2609647394073333,0.17807364316080515,False,False,False,True,True,False,False,True,False,False,False,-1.4642516506039103
0,-0.9186910413211778,-0.6495861522789105,53.85999871,-0.7087576147351601,-0.5241575749452556,-0.06424182617221945,-0.9186910413211778,6,4,1,0,0,-0.7832029862805846,0,0.2609647394073333,0.17807364316080515,False,False,False,True,True,False,False,False,True,False,False,-0.4163971422251196
1,0.3213600110697889,-0.15299770676573285,105.61000252,-0.7087576147351601,-0.5241575749452556,0.23122092178704146,0.3213600110697889,7,4,1,0,0,1.701136821749779,1,0.2609647394073333,0.17807364316080515,True,False,False,False,False,False,True,False,True,False,False,1.4567785967430438
1,-1.1549207868354192,-0.6495861522789105,58.47999954,-1.417761700277444,-1.3527071008040434,-0.037864279499612415,-1.1549207868354192,7,4,1,0,0,-0.6649799804849111,0,0.2609647394073333,0.17807364316080515,False,False,True,False,False,False,True,False,True,False,False,-0.4163971422251196
1,-1.4500529239550248,-0.6495861522789105,11.34000015,-1.417761700277444,-1.3527071008040434,-0.3070065545360417,-1.4500529239550248,8,4,1,0,0,-0.8620873558275295,0,0.2609647394073333,0.17807364316080515,False,False,True,False,True,False,False,False,False,True,False,-1.9381651125628556
1,0.439401055589168,0.09529651599085597,-7.299997329999993,0.7092505563494077,1.13294147677232,-0.41343021582918854,0.439401055589168,8,4,1,0,0,-0.3296943116439986,0,0.2609647394073333,0.17807364316080515,False,False,False,True,True,False,False,False,False,False,True,-0.24930986630915827
1,-1.1548322156017283,-0.4012919295223217,13.19999981,-1.417761700277444,-1.3527071008040434,-0.29638702660780036,-1.1548322156017283,8,4,1,0,0,-0.2706469232544446,1,0.2609647394073333,0.17807364316080515,True,False,False,False,True,False,False,False,True,False,False,-1.4642516506039103
0,-0.1805654191116261,-0.6495861522789105,79.769999269,0.0002464708071237929,0.30439195091353227,0.08368936998566014,-0.1805654191116261,9,4,1,0,0,-0.014245597379770146,0,-0.4710694658698101,-0.6538711868721646,False,False,True,False,False,True,False,False,False,False,True,0.7247415179542858
1,-1.3762698954620283,-0.4012919295223217,44.04000092,-1.417761700277444,-1.3527071008040434,-0.12030836372533563,-1.3762698954620283,9,4,1,0,0,-0.8128105158567255,0,-0.4710694658698101,-0.6538711868721646,False,False,True,False,False,True,False,False,False,False,True,-1.5376801395714625
0,-1.066139018170162,-0.8978803750354993,78.61999893000001,-0.7087576147351601,-0.5241575749452556,0.07712352969002406,-1.066139018170162,9,4,1,0,0,-0.8324403956659682,0,0.6069611387167437,0.17807364316080515,False,False,False,True,True,False,False,False,True,False,False,-0.39916392542661133
1,1.502360970324722,1.0884734070172113,-700.8400268,0.7092505563494077,0.30439195091353227,-4.055588152618247,1.502360970324722,10,4,1,0,0,1.1097160516432076,0,0.3730961546327023,-1.2317293505705633,False,False,True,False,False,True,False,False,False,True,False,-1.1926411684535252
1,-0.12148586230461131,-0.15299770676573285,-49.059997550000006,0.0002464708071237929,0.30439195091353227,-0.6518557909283016,-0.12148586230461131,10,4,1,0,0,0.02521136075527878,0,0.3730961546327023,-1.2317293505705633,False,False,True,False,False,False,True,False,False,False,True,0.06388511724631801
0,0.9118900220986417,-0.6495861522789105,231.30999943,0.7092505563494077,0.30439195091353227,0.9488955840316549,0.9118900220986417,11,4,1,0,0,0.7153632713706112,0,-0.5005480554740341,0.17807364316080515,False,False,True,False,True,False,False,True,False,False,False,0.7247415179542858
0,0.7051558140424238,0.09529651599085597,-448.5799837610001,0.0002464708071237929,0.30439195091353227,-2.9328850527607,0.7051558140424238,11,4,1,0,0,-0.24095063324494953,0,0.2609647394073333,0.17807364316080515,False,False,False,True,True,False,False,False,False,False,True,1.4567785967430438
1,-0.12145630834610632,-0.6495861522789105,146.0700016,0.0002464708071237929,0.30439195091353227,0.46222423831812043,-0.12145630834610632,12,4,1,0,0,-0.516981816193292,0,0.2609647394073333,0.17807364316080515,False,False,False,True,False,True,False,False,False,True,False,0.7247415179542858
1,-0.47578615008109126,-0.15299770676573285,133.34000015,0.0002464708071237929,-0.5241575749452556,0.38954325410502233,-0.47578615008109126,12,4,1,0,0,-0.6353034361150904,0,0.2609647394073333,0.17807364316080515,False,False,False,True,False,False,True,False,True,False,False,1.4567785967430438
0,-1.4499643524851336,-1.3944688205486768,-150.1799927,-1.417761700277444,-1.3527071008040434,-1.2291927849571365,-1.4499643524851336,12,4,1,0,0,-0.9606114667245007,0,0.2609647394073333,0.17807364316080515,False,False,False,True,False,False,True,False,False,False,True,0.06388511724631801
0,1.325269866623087,1.5850618525303888,227.72999006,1.4182546418916917,1.9614910026311079,0.9284557902479934,1.325269866623087,13,4,1,0,0,-0.03387549986543186,0,0.3730961546327023,-1.2317293505705633,False,False,False,True,False,True,False,False,True,False,False,0.7247415179542858
1,0.011347236708250465,0.3435907387474448,146.130004881,1.4182546418916917,1.13294147677232,0.46256682253040216,0.011347236708250465,14,4,1,0,0,-0.4726346324922315,0,0.2609647394073333,0.17807364316080515,False,False,False,True,False,False,True,False,True,False,False,1.4567785967430438
0,-1.0073547296722756,-0.4012919295223217,117.5500031,-1.417761700277444,-1.3527071008040434,0.2993914555507562,-1.0073547296722756,14,4,1,0,0,-0.8128105157581322,0,0.2609647394073333,0.17807364316080515,False,False,False,True,False,True,False,False,False,False,True,-0.4163971422251196
0,1.147913048511778,1.5850618525303888,130.11999321000002,1.4182546418916917,1.13294147677232,0.37115886707321993,1.147913048511778,14,4,1,0,0,-0.09310039021153306,0,-0.5005480554740341,0.17807364316080515,False,False,False,True,False,True,False,False,False,False,True,1.4567785967430438
0,0.08498264232524201,0.3435907387474448,55.55999994,0.7092505563494077,0.30439195091353227,-0.05453579722594017,0.08498264232524201,15,4,1,0,0,-0.4480455083204164,0,-0.3748686823062438,-0.6538711868721646,False,False,False,True,False,True,False,False,False,True,False,-0.4163971422251196
1,-1.03670256571773,-0.6495861522789105,29.04000092,-1.417761700277444,-1.3527071008040434,-0.20594973364022054,-1.03670256571773,15,4,1,0,0,-0.11285844609283265,1,-0.3748686823062438,-0.6538711868721646,False,True,False,False,True,False,False,False,True,False,False,1.4567785967430438
1,0.026198342784996595,-1.146174597792088,-928.0599975,-0.7087576147351601,-1.3527071008040434,-4.055588152618247,0.026198342784996595,15,4,1,0,0,-0.46767539191563523,0,-0.3748686823062438,-0.6538711868721646,False,False,False,True,False,False,True,False,False,False,True,0.7247415179542858
0,0.6047411560491812,0.5918849615040336,239.18000412,1.4182546418916917,1.9614910026311079,0.9938287828908663,0.6047411560491812,16,4,1,0,0,-0.274482172500794,0,0.3730961546327023,-1.2317293505705633,False,False,False,True,False,False,True,True,False,False,False,0.7247415179542858
0,0.5751275608931671,0.8401791842606224,111.37999821,0.7092505563494077,1.13294147677232,0.2641642774733469,0.5751275608931671,16,4,1,0,0,-0.284371061716026,0,-0.4710694658698101,-0.6538711868721646,False,False,False,True,True,False,False,False,False,False,True,1.4567785967430438
0,-0.8299683351043936,-0.8978803750354993,91.19000053,0.0002464708071237929,-0.5241575749452556,0.14889100681377707,-0.8299683351043936,16,4,1,0,0,-0.7535757489245298,0,-0.827050366186873,-0.6538711868721646,False,False,False,True,False,True,False,False,True,False,False,-0.39916392542661133
1,-0.31062318128230126,0.3435907387474448,149.90999985,0.0002464708071237929,0.30439195091353227,0.48414841902483774,-0.31062318128230126,17,4,1,0,0,-0.5801504466754297,0,-0.827050366186873,-0.6538711868721646,False,False,False,True,True,False,False,False,False,True,False,-1.6380823591801559
1,0.6462238125581591,0.3435907387474448,319.339997228,0.7092505563494077,1.13294147677232,1.4514962243666565,0.6462238125581591,17,4,1,0,0,2.1350648370458423,1,-0.827050366186873,-0.6538711868721646,True,False,False,False,True,False,False,False,False,True,False,0.06388511724631801
0,1.2956858024551088,0.8401791842606224,89.559991328,0.7092505563494077,0.30439195091353227,0.1395845920782338,1.2956858024551088,18,4,1,0,0,-0.0437545277765038,0,-0.010948678810205262,0.17807364316080515,False,False,False,True,False,True,False,False,False,False,True,0.7247415179542858
