priority_value_component,split
1.280923290464422,train
1.0236126568056632,train
-1.361359749198677,train
0.29159878128680977,train
-1.3613892579838953,train
-0.9186910638192461,train
-0.5642431192720336,train
0.6753945842594451,train
-1.154714090114282,train
0.11477341472911659,train
0.025725869681160696,train
-0.5821353105544175,train
2.683184831695059,train
-0.9539439439587821,train
-1.2728732373277893,train
0.43937153552539093,train
-0.05086202165232982,train
-1.0073547296722756,train
1.767672837592844,train
1.0299310778375304,train
-1.03670256571773,train
-0.47569755611313186,train
0.5280351789394022,train
-0.9777115917772655,train
1.088951594871291,train
0.3712572554506972,train
-0.9184843894780772,train
-0.6823432151975269,train
1.7975521473947325,train
-1.154714090114282,train
-0.2689928794583003,train
-1.154714090114282,train
1.561263429188091,train
-0.3871224954475709,train
-1.0661685495124986,train
0.2032893790514771,train
-0.8595229130442718,train
-0.859493359085767,train
0.026227851570214625,train
0.46889655944771413,train
-0.26911097105101894,train
1.0890401433707135,train
1.1597820981137819,train
0.8230492129515298,train
-1.0071480216135293,train
0.026227851570214625,train
0.1738233949614582,train
-1.568064437132068,train
-1.0073547296722756,train
0.49851015495802886,train
-0.03279268760731367,train
0.11447814647903831,train
0.38026240261610306,train
1.3547063416326375,train
1.0003765225728707,train
0.4689555545791323,train
-0.771124972820425,train
0.026227851570214625,train
0.17388248026229966,train
-0.8891069545960815,train
0.49848062367474216,train
-1.00714801021687,train
-0.4463497203038776,train
-0.2100018715050083,train
-1.3023097012359306,train
-1.0070594614221973,train
-0.859493359085767,train
0.08510073403606064,train
0.17373484598963526,train
-0.1804473162993987,train
-0.38709297538379367,train
2.3583800478361754,train
-0.2690814509872415,train
-0.6235589266996404,train
-1.3613892579838953,train
0.787737208508596,train
0.8998732703754685,train
-0.003356246433440759,train
0.2151289536448904,train
-1.5237473810962305,train
-1.00714801021687,train
-0.41688371395199075,train
-1.390943813189505,train
-1.154714090114282,train
2.0336342816067776,train
-1.2729027575687166,train
-0.859493359085767,train
-0.21014952851194105,train
1.354765381937342,train
-0.4167065708941082,train
-1.0072661413435955,train
-0.2986360062519014,train
0.08510073403606064,train
2.3583800478361754,train
1.1657166341933427,train
0.6166988224124632,train
0.9119195308838601,train
-1.3613892579838953,train
0.014122573786637104,train
0.9118014506287507,train
1.0595150745113038,train
-1.3201132871536958,train
-1.6271440164371511,train
0.29180537697331504,train
-1.0070594614221973,train
1.1476472888107174,train
-0.7122225926707699,train
-0.9422520202606218,train
1.3839065661396959,train
-1.066139018170162,train
1.443281391137739,train
0.23293252822504631,train
0.14420986735869884,train
0.026198297611709984,train
-0.12148588503887968,train
0.3271764218390538,train
2.269923067484774,train
-0.3429235478632409,train
0.6343252316138187,train
-0.5642431192720336,train
-1.3613892579838953,train
0.011406276894855046,train
-1.5976189924557778,train
0.4158105677464061,train
0.20302364190753525,train
-1.154714090114282,train
1.5908475159131874,train
-0.8594933816428852,train
-0.5642431192720336,train
-0.032881259136255045,train
-0.2690519760377008,train
-0.26902238824351854,train
1.9452658388305402,train
0.9117423655050593,train
1.0889515605632132,train
1.5904045234867465,train
-1.568064437132068,train
-0.04770283381161462,train
1.8566022180917474,train
0.38043956781775357,train
0.23275541906189146,train
0.5870261416603575,train
-0.15109943537590745,train
-0.7122225701727016,train
1.555210767916334,train
0.7050671973401959,train
-1.2729027575687166,train
1.3072005551351886,train
-0.5642431192720336,train
-0.21003140302449502,train
-1.3613892579838953,train
1.9452363752186084,train
-0.6323868915093569,train
-0.15109943537590745,train
-0.5642431192720336,train
0.9114766060401994,train
-0.9482455965267876,train
-0.357686054273698,train
0.5278579685644648,train
1.4728064375581307,train
-0.195180319504867,train
2.0926547532310513,train
1.2069039889118152,train
0.586789924934493,train
0.9119490622261965,train
-0.859493359085767,train
0.6166397147907038,train
0.3214485825987299,train
0.05554617877140095,train
-0.593738645746748,train
-1.154714090114282,train
0.11480290659649622,train
0.026139189989950504,train
-0.47587472172813267,train
-1.3909733447089918,train
-0.44643830287517783,train
-0.21003140302449502,train
-0.12136775955143367,train
-0.1037708479157873,train
0.5576782832349346,train
0.17388248026229966,train
-1.154714090114282,train
-1.154714090114282,train
-1.2728141973183347,train
0.7521891328981655,train
0.9118899094311504,train
-0.09216755777864359,train
2.2403980435034008,train
0.43946006182199526,train
1.0296948271578885,train
-0.20997236271978992,train
0.9997564095866158,train
1.9155931808717526,train
-0.8595819306147081,train
1.384024646453855,train
1.944793404965461,train
-0.8595819306147081,train
-0.3872996496659125,train
0.2327849391256689,train
-0.0919017869761742,train
1.4432814135767575,train
0.3802624022618028,train
0.055752875551587956,train
-0.8299388375977347,train
0.19732535668476603,train
-0.032881259136255045,train
-0.03288124779864557,train
0.764087691639688,train
-1.6271144850948145,train
0.17358721201222135,train
-0.771124983862784,train
0.9413559607201238,train
-0.8595819306147081,train
0.2269389745159988,train
1.8859500765762203,train
-0.9775934550112603,train
-0.26905194220202333,train
2.210548107262121,train
-1.3850683342143875,train
-0.5646565127143078,train
1.1477949457586,train
0.3505896881464197,train
0.26236895817941025,train
1.7385907161342138,train
-0.859493359085767,train
-1.4499348211427971,train
0.876430478896496,train
-1.154714090114282,train
1.7384725683848994,train
-0.682431831899755,train
1.4136087780569877,train
-1.0249220987460763,train
1.2957447751475084,train
0.9118899994824735,train
-0.06249485464656941,train
1.7679976146281404,train
0.026021154849077712,train
-0.7415704287162244,train
0.8528694603049449,train
0.11477341472911659,train
1.236429057771225,train
-1.671402026706154,train
1.5023905242832272,train
1.3543224118022947,train
0.46901466249614193,train
1.0890401885440002,train
1.4430156538166468,train
-0.859493359085767,train
0.8379593253792034,train
-0.0772868754224741,train
-0.7118092216084639,train
-0.5642431192720336,train
-0.9628014342353555,train
-1.284712778262675,train
-0.5642431192720336,train
-0.44643830287517783,train
-1.1842686341594326,train
-0.4168837474924179,train
-0.47572711007163665,train
1.5908474707399005,train
0.3212418630842742,train
-1.1546845813290638,train
1.6500451529753117,train
-0.41661799936516697,train
-0.37235997217832517,train
-1.0070594614221973,train
0.8378707312931438,train
-1.4500529239550248,train
1.5023314390414355,train
-1.1546845813290638,train
0.08515979677978398,train
0.4099941457576319,train
1.0594856332202904,train
1.0001698257926834,train
-0.5762302718634155,train
-0.032969830665196084,train
-0.47578617269725965,train
0.08507118037280614,train
0.8114163464168628,train
1.6499270274878657,train
-1.0072956669285524,train
0.32112378300631517,train
-0.8004728423472567,train
-0.5052816652772464,train
-1.3613892579838953,train
-0.9480684534689052,train
0.9413559834543922,train
0.8823058678793407,train
-0.9185138982632954,train
2.0926252444458333,train
1.2956562712308721,train
-0.8597000783640223,train
-0.7119568219273507,train
-1.0544471226683998,train
1.1480606825482422,train
-1.154714090114282,train
0.32124188581854257,train
-1.2138232008207517,train
-0.8595229130442718,train
-0.7118682391789003,train
-1.0073547296722756,train
-0.6824613179507046,train
-0.6234408013302944,train
-0.5642431192720336,train
-1.036673068211071,train
-1.1546845813290638,train
-1.0070594614221973,train
-0.1808607097416725,train
-1.2728437117428324,train
1.85633642490931,train
-1.1843276854474465,train
0.9412674119254512,train
-0.3579518250171174,train
0.6462238463938366,train
0.17370533720441725,train
0.4393124727226178,train
-0.9482456076872466,train
1.295715333856495,train
-0.09199034722655619,train
-0.6529067627450948,train
0.5280351789394022,train
0.026227851570214625,train
0.11456669521466087,train
-1.3613892579838953,train
1.0299310781327806,train
0.3508259949236074,train
-1.302486844293813,train
-0.5347476266329968,train
0.4100236321038317,train
0.4690146510994827,train
0.026227851570214625,train
0.9413855146786289,train
0.46913272007603296,train
-0.41676562230022207,train
-0.9924150296866199,train
-0.7769119028827699,train
1.7385611735133175,train
0.6755421398183952,train
-1.0073547296722756,train
-1.1546845813290638,train
-0.21011999699245432,train
0.49824436171654124,train
1.3251813063727047,train
0.9410311724062682,train
-0.9186910524816371,train
0.1733805373758021,train
1.0594560566456173,train
1.295626784884672,train
0.02610972608276861,train
1.3251517636927592,train
0.11438954123251965,train
-0.7122225701727016,train
-0.2988722344334751,train
0.7642648346975704,train
-1.3613892579838953,train
0.3803214650645759,train
1.4431633107054789,train
0.2624280434212013,train
-1.154714090114282,train
-1.0071775417363567,train
0.08521881435022038,train
-1.03670256571773,train
-1.3613892579838953,train
-0.1804473162993987,train
-0.1806835669790406,train
0.3214485825987299,train
0.05569383542403347,train
-0.653231584894628,train
-0.7709773498263198,train
-0.0624062717800189,train
-0.03279268760731367,train
-0.313605203744216,train
1.1776742667799975,train
0.8526332774147581,train
-0.859493359085767,train
-0.859493359085767,train
-0.5495691787512381,train
0.17376439994814025,train
-0.03872721246736575,train
0.5278579685644648,train
1.6203134771508376,train
-0.18056544160969443,train
-0.2397926889640693,train
-1.0070889702074155,train
-1.3613892579838953,train
-0.03291076792147307,train
0.8528104427345088,train
-0.859493359085767,train
-1.597559941049664,train
0.35082597230743917,train
0.6165807082626263,train
0.32112371521686006,train
1.4430746716823333,train
1.0890401885440002,train
-1.0662571209823897,train
2.181436567069595,train
-0.3280134186358288,train
0.7640286737740011,train
-1.154743644072787,train
0.11477341472911659,train
0.173557703227003,train
-0.771036412629093,train
-1.3613892579838953,train
-1.1546845813290638,train
-1.0958412077074862,train
-1.4499643524851336,train
-1.390943813189505,train
0.23269634515770926,train
0.6165807420983038,train
0.8524560443646024,train
-0.5937976633171842,train
-0.09196081588421974,train
-1.4499348211427971,train
0.026198297611709984,train
1.2659541153520757,train
-0.8302045860792858,train
-1.00714801021687,train
0.8527218712055674,train
1.708622812069116,train
0.38043956781775357,train
-0.2692585940451241,train
-0.21020854584617707,train
-1.154714090114282,train
-0.04805718736253434,train
1.679452079724687,train
-1.0070594614221973,train
0.7051558140424238,train
-0.19562324467330322,train
-1.4500529239550248,train
-0.2689928794583003,train
-0.9924445609699064,train
0.026227851570214625,train
0.6755421733588225,train
-0.9776820265402015,train
-1.2138231894831426,train
-1.6507345099191926,train
-1.5090439092330985,train
1.4575419154229416,train
1.915593225749789,train
0.48362949492277774,train
-0.9480684534689052,train
-0.2691405362290329,train
-1.4500529239550248,train
-0.6824318092835864,train
-1.3023097012359306,train
0.49824440683077775,train
-0.5052816428382282,train
2.978494111695398,train
0.17388248026229966,train
-1.5090439092330985,train
-0.5642431192720336,train
-1.1546845813290638,train
0.26233947189226026,train
-1.1251595573476905,train
0.9118900446557602,train
0.5278284709397055,train
-0.12145630834610632,train
-0.09210846119924312,train
-0.5053702368061876,train
0.1323112522243807,train
-1.4500529239550248,train
1.6497499183247106,train
-0.770918287141647,train
0.7641467880419381,train
-0.6529067627450948,train
-0.8595228903100034,train
-0.12166302780151195,train
-0.09190175314049673,train
-0.12145637625366165,train
0.7938194575154852,train
-1.3909733447089918,train
-0.859493359085767,train
-1.4500529239550248,train
1.5020657359693714,train
-0.56427265061437,train
1.6497498847252334,train
-0.8595819531127765,train
-1.3762698727868097,train
1.0299901180241353,train
1.4284303302047547,train
-0.239467855476927,train
-0.28384398547599654,train
0.08515979677978365,train
0.7051557688691372,train
0.8525151744844303,train
-0.18053588765118944,train
0.4099941457576319,train
1.9447343647788562,train
0.11465528924167058,train
1.3842018003769465,train
1.5907293679276733,train
-1.0367616397400121,train
-1.4499348211427971,train
0.3805281393466946,train
0.6313432428104314,train
0.32121237679712417,train
2.8309280319160854,train
1.1184470421598909,train
0.08492355731965105,train
-1.0602930930354493,train
-0.5940043490550125,train
1.2363405086222516,train
-1.2138232008207517,train
1.0889810696436817,train
-0.3874177752124086,train
-0.12145631974276556,train
-1.00714801021687,train
1.0593674851166759,train
0.02608021729755058,train
0.026168788826491617,train
1.3548244219467964,train
0.08510074537367011,train
-1.390943813189505,train
0.7052443630142468,train
-0.5642431192720336,train
0.40969884378997595,train
-1.03670256571773,train
0.2032598925871771,train
-0.56427265061437,train
2.092891003910694,train
-0.4167656336378312,train
-1.3909733447089918,train
-0.23985169525594666,train
1.2808051314955986,train
0.055664258849360305,train
0.4982739494516736,train
-0.49668987237440787,train
-0.7415113547529922,train
1.059337976626708,train
-0.5053407055819512,train
-1.0070594614221973,train
-0.68240227794125,train
1.059574182133063,train
0.8527218715008176,train
1.1037141177862364,train
-1.137117189875295,train
-0.8890774458108633,train
-1.597559941049664,train
0.8823059579306638,train
-1.6271144850948145,train
0.8822764039721588,train
3.170436298916661,train
0.5280351789394022,train
0.8380774677844881,train
0.7347693982741791,train
-0.1804473162993987,train
0.4395191584604458,train
-1.3613892579838953,train
1.1037140838324588,train
-0.859493359085767,train
0.17376435477485364,train
-0.3283086868859071,train
3.0667739153894384,train
-0.3280724362062652,train
-0.1805654191706762,train
-0.13350259129351616,train
-0.2691995651370784,train
0.764235382127998,train
1.8566021953574792,train
0.3213895198550069,train
-1.00714801021687,train
-0.5642431192720336,train
0.1737938638553218,train
-0.7178913355678935,train
1.3248269414841758,train
-1.0073547296722756,train
1.4725701868784886,train
1.6735175606220147,train
0.055575698658028076,train
-0.9481275048750191,train
1.915652288493512,train
-1.2137641380770288,train
-0.5937386344681888,train
0.6606024960483852,train
-0.15095181238180244,train
1.2070221591001475,train
-1.4500529239550248,train
-1.0073547296722756,train
0.4391648049685762,train
1.2954791393924987,train
-1.0073547296722756,train
0.7051262375858505,train
-0.03317652738633333,train
1.2071107305109887,train
1.0890401885440002,train
-1.0070594614221973,train
-1.1548321817070006,train
-0.5644793699516756,train
-0.5643317020795341,train
-1.03670256571773,train
1.5023018627029627,train
-0.5642431192720336,train
0.7050967061254142,train
-0.47572711007163665,train
-0.09193131831851066,train
2.4766868068833285,train
-0.859493359085767,train
-0.41688375883002704,train
1.088863000312831,train
-0.7178618154450661,train
-0.41661802192228525,train
1.147617735147463,train
-1.2729027575687166,train
0.05569383554213366,train
-1.190291741767935,train
-1.390943813189505,train
0.11447811264336083,train
-0.9775934550112603,train
1.206874524709383,train
0.7347103468090155,train
-0.12136780472472028,train
2.7718484302900843,train
-0.8448489725234763,train
-0.26911095977245975,train
1.147824443206209,train
-0.5642431192720336,train
-0.12739090645774295,train
0.11480292351433462,train
-0.9483342074125858,train
0.8527218712055674,train
0.4982739494516736,train
-1.0073547296722756,train
-0.2689928794583003,train
-1.3613892579838953,train
-1.3613892579838953,train
-1.4500529239550248,train
1.0004354725900522,train
1.7679975359144264,train
-1.2138232008207517,train
-0.2694357822762931,train
1.885950087618579,train
-1.1546845813290638,train
1.7620040496995844,train
-0.4167361021773947,train
-0.09199036984272471,train
-1.4499643524851336,train
-0.5642136104868154,train
1.856425052594847,train
1.147913059613187,train
-1.0073547296722756,train
-0.8004433224015793,train
0.38046911049769916,train
0.055634750064141945,train
-0.859493359085767,train
-0.5053407280800195,train
-0.8301159692589578,train
0.7642353935246572,train
0.3214485825987299,train
-1.154714090114282,train
-1.2138232008207517,train
-1.0073547296722756,train
0.4394010442515592,train
0.17358721201222135,train
0.1737939087333583,train
0.7938194462369258,train
0.4099055290554039,train
-0.44643830287517783,train
-0.4168542276648407,train
-1.1548322156017283,train
0.8527218712055674,train
-0.26905194220202333,train
1.3544110733825585,train
-0.859493359085767,train
0.35097360658010324,train
-0.06246530068806443,train
2.092802432381752,train
-1.1548322156017283,train
-0.20994283149555365,train
0.05566424768890112,train
-0.2573010174969651,train
-0.8597296097654088,train
-0.0033266924749357826,train
0.409846466606931,train
-0.0918722443552787,train
0.6639093350796035,train
0.85260376833429,train
0.7347398555942335,train
-0.41667705077128087,train
-1.3909733447089918,train
-0.12142682229515668,train
1.2070516677672656,train
-0.44617254341031753,train
0.5279465622962243,train
0.17358721201222135,train
-1.03670256571773,train
0.6165216569155626,train
0.14406221041081618,train
-0.5642431192720336,train
-0.2219004471053195,train
0.026021154849077712,train
0.09989277725098392,train
-0.56427265061437,train
0.8821287698175946,train
-0.6233227211932851,train
-0.6234703553478493,train
-0.6233522299785033,train
-0.0034152977509794833,train
1.3543224906931584,train
1.7089180917749032,train
1.2214893575493688,train
1.9450887409459443,train
-1.568064437132068,train
0.1883792663876035,train
-1.1842686341594326,train
-0.6232636584495621,train
0.7936127718957571,train
1.5317974002200356,train
1.5905521799917541,train
-1.3023097012359306,train
-0.8595229130442718,train
1.649838501132211,train
1.206845016219415,train
-1.3613892579838953,train
-0.8299683689400711,train
-0.7708887783564288,train
0.20325988130861775,train
0.7640581828544696,train
0.2916577988572462,train
-0.32813149894998817,train
-0.03288124779864557,train
0.1737938638553218,train
1.0002583747054563,train
0.29759229023592104,train
0.9412674344825693,train
-1.03670256571773,train
-0.8419850528147392,train
1.1181813724511036,train
