Order Id,scheduled_shipping_days,shipping_mode,payment_type,customer_segment,market,order_region,order_country,order_state,total_quantity,gross_sales,total_order_value,total_discount,total_profit,item_rows,unique_products,unique_categories,order_year,order_month,order_day_of_week,order_hour,is_weekend,target
63380,2,Second Class,PAYMENT,Consumer,Europe,Western Europe,Alemania,Renania-Palatinado,3,179.9700012,152.9700012,27.0,38.24000168,1,1,1,2017,7,4,4,0,1
29394,2,Second Class,PAYMENT,Consumer,Pacific Asia,South Asia,Pakistán,Territorio de la Capital Federal,6,449.9900055,420.9900055,29.0,147.11000061,2,2,2,2016,3,5,1,1,1
75849,4,Standard Class,PAYMENT,Corporate,Pacific Asia,South Asia,India,Karnataka,1,327.75,311.3599854,16.38999939,97.45999908,1,1,1,2018,1,4,4,0,1
73161,4,Standard Class,TRANSFER,Consumer,Pacific Asia,Oceania,Australia,Australia del Sur,1,327.75,309.7200012,18.03000069,145.5700073,1,1,1,2017,12,6,23,1,0
1095,4,Standard Class,PAYMENT,Consumer,LATAM,South America,Chile,Santiago de Chile,12,574.80998988,508.84001162000004,65.98000145,169.679996963,4,2,2,2015,1,4,23,0,1
13150,4,Standard Class,PAYMENT,Consumer,Europe,Western Europe,Alemania,Schleswig-Holstein,2,417.97001077,411.09001065999996,6.8800001139999996,118.760001867,2,2,2,2015,7,5,22,1,1
42643,4,Standard Class,DEBIT,Corporate,Africa,West Africa,Nigeria,Lagos,9,619.90002442,590.20001989,29.700000285999998,202.82999992999999,4,2,2,2016,9,2,11,0,0
51121,4,Standard Class,DEBIT,Corporate,Africa,North Africa,Argelia,Alger,1,399.980011,351.980011,48.0,165.4299927,1,1,1,2017,1,0,5,0,0
68905,1,First Class,PAYMENT,Consumer,Europe,Northern Europe,Suecia,Escania,1,31.07999992,26.42000008,4.659999847,2.109999895,1,1,1,2017,10,0,20,0,1
20434,0,Same Day,TRANSFER,Consumer,Pacific Asia,Oceania,Australia,Queensland,7,849.9500122,761.4500122,88.5,-140.41000363,3,3,3,2015,10,0,6,0,0
18877,4,Standard Class,CASH,Home Office,Europe,Southern Europe,Italia,Emilia-Romaña,1,399.980011,327.980011,72.0,24.60000038,1,1,1,2015,10,5,13,1,0
29124,2,Second Class,CASH,Home Office,Pacific Asia,Southeast Asia,Filipinas,Cordillera,6,549.980011,516.480011,33.5,-165.8899994,2,2,2,2016,3,1,3,0,1
6204,4,Standard Class,DEBIT,Consumer,LATAM,Central America,México,Morelos,5,859.9400177,779.140007,80.800000191,283.69000245999996,4,3,3,2015,4,2,13,0,1
44164,4,Standard Class,PAYMENT,Home Office,Africa,North Africa,Marruecos,Gran Casablanca,14,869.81002048,750.07998651,119.730001926,241.55999945,5,5,5,2016,10,3,16,0,1
64527,4,Standard Class,DEBIT,Consumer,Europe,Western Europe,Austria,Viena,8,1299.9000397,1181.0100251,118.89000033900001,379.09999848999996,5,3,3,2017,7,6,22,1,0
54140,2,Second Class,TRANSFER,Consumer,LATAM,Caribbean,República Dominicana,Santo Domingo,3,419.9600144,354.5599975,65.39999962,104.03000259000001,2,2,2,2017,3,2,7,0,1
40386,2,Second Class,CASH,Corporate,USCA,East of USA,Estados Unidos,Ohio,18,1109.830017,1077.830017,32.0,445.98000329,5,5,5,2016,8,4,12,0,0
13199,1,First Class,TRANSFER,Consumer,Europe,Western Europe,Francia,Isla de Francia,6,634.93002322,527.78998944,107.13999939,68.950000759,4,3,3,2015,7,6,15,1,1
71752,1,First Class,DEBIT,Consumer,Pacific Asia,Oceania,Australia,Queensland,1,532.5800171,532.5800171,0.0,-408.4899902,1,1,1,2017,11,0,9,0,1
68302,1,First Class,TRANSFER,Home Office,Europe,Northern Europe,Reino Unido,Inglaterra,5,399.9900055,361.9900055,38.0,28.95000076,2,2,2,2017,9,6,0,1,1
20464,4,Standard Class,CASH,Consumer,Pacific Asia,Southeast Asia,Filipinas,Capital Nacional,10,699.9000091,654.9100189000001,45.0,211.42999550899998,2,2,2,2015,10,0,17,0,1
40807,4,Standard Class,TRANSFER,Consumer,USCA,East of USA,Estados Unidos,Nueva York,14,679.9199981,638.5200042,41.400000095,-308.23000290100003,4,3,3,2016,8,3,16,0,0
50868,4,Standard Class,DEBIT,Corporate,Africa,West Africa,Nigeria,Lagos,2,100.0,95.0,5.0,33.25,1,1,1,2017,1,3,12,0,0
46837,4,Standard Class,PAYMENT,Consumer,Europe,Eastern Europe,Polonia,Gran Polonia,4,449.980011,421.480011,28.5,115.28000259999999,2,2,2,2016,11,0,16,0,0
64091,4,Standard Class,DEBIT,Consumer,Europe,Western Europe,Francia,Provenza-Alpes-Costa Azul,13,1599.8600311,1410.8799897,188.97999572,-60.18000790999997,4,3,3,2017,7,0,13,0,0
76388,4,Standard Class,DEBIT,Consumer,Pacific Asia,South Asia,India,Assam,1,39.75,32.99000168,6.760000229,7.420000076,1,1,1,2018,1,5,1,1,0
65994,4,Standard Class,PAYMENT,Home Office,Europe,Western Europe,Alemania,Bavaria,4,949.9500275,864.4500275,85.5,271.18000030999997,4,4,4,2017,8,0,8,0,1
59276,2,Second Class,CASH,Corporate,LATAM,Central America,Nicaragua,León,1,299.980011,293.980011,6.0,99.37000275,1,1,1,2017,5,0,6,0,0
59892,0,Same Day,TRANSFER,Consumer,LATAM,Central America,México,Michoacán,12,1209.85002898,1035.76998908,174.07999801,-80.64999961999999,5,5,5,2017,5,2,6,0,0
40678,4,Standard Class,CASH,Home Office,USCA,South of  USA ,Estados Unidos,Florida,4,209.99000168,173.99000168,36.0,81.06000137000001,2,2,2,2016,8,1,18,0,0
46728,0,Same Day,DEBIT,Consumer,Africa,West Africa,Nigeria,Kano,5,250.0,217.5,32.5,-38.06000137,1,1,1,2016,11,6,2,1,0
74874,4,Standard Class,DEBIT,Consumer,Pacific Asia,Southeast Asia,Filipinas,Calabarzón,1,461.480011,461.480011,0.0,69.22000122,1,1,1,2017,12,3,23,0,1
74365,2,Second Class,PAYMENT,Consumer,Pacific Asia,Eastern Asia,Corea del Sur,Seúl,1,357.1000061,332.1000061,25.0,156.0899963,1,1,1,2017,12,3,13,0,1
42277,4,Standard Class,DEBIT,Consumer,Africa,West Africa,Nigeria,Kano,6,307.93000414,290.92000194,17.009999753,46.159999375,3,3,3,2016,9,4,3,0,0
36817,0,Same Day,CASH,Corporate,USCA,East of USA,Estados Unidos,Pensilvania,7,579.980011,578.6800079,1.299999952,-93.189996681,3,3,3,2016,6,1,10,0,0
10150,1,First Class,DEBIT,Consumer,LATAM,South America,Brasil,Marañón,9,599.8500061,547.8600006,51.98999977,213.65000726,4,3,3,2015,5,4,3,0,1
46952,4,Standard Class,DEBIT,Home Office,Africa,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,5,379.9500122,355.2499999,24.700000284,70.560001966,3,2,2,2016,11,2,9,0,0
52526,4,Standard Class,TRANSFER,Consumer,LATAM,Central America,Guatemala,Guatemala,9,949.9000321,829.7500229,120.150000095,235.99000356,4,3,3,2017,2,6,17,1,0
29871,4,Standard Class,TRANSFER,Corporate,Pacific Asia,Southeast Asia,Filipinas,Capital Nacional,7,1069.9400254,893.34001925,176.60000037999998,295.750007623,4,3,3,2016,3,5,0,1,0
6228,1,First Class,TRANSFER,Home Office,LATAM,Central America,Panamá,Panamá,4,511.96001627,431.95999337,80.0,188.579999459,4,4,4,2015,4,2,21,0,1
13179,4,Standard Class,TRANSFER,Consumer,Europe,Northern Europe,Reino Unido,Inglaterra,10,869.92002106,739.62001806,130.29999924,-159.71001334,4,4,4,2015,7,6,8,1,1
18553,4,Standard Class,DEBIT,Corporate,Europe,Western Europe,Alemania,Hesse,1,49.97999954,49.47999954,0.5,-37.95000076,1,1,1,2015,9,0,19,0,0
62953,1,First Class,PAYMENT,Home Office,Europe,Western Europe,Francia,Isla de Francia,6,699.9400177,694.9400177,5.0,267.5800018,2,2,2,2017,7,4,22,0,1
63601,4,Standard Class,DEBIT,Consumer,Europe,Western Europe,Países Bajos,Utrecht,4,699.9500122,616.9500122,83.0,35.40999985,2,2,2,2017,7,0,9,0,0
37720,4,Standard Class,DEBIT,Corporate,USCA,West of USA ,Estados Unidos,California,3,399.97000119999996,347.97000119999996,52.0,-5.399997710000001,2,2,2,2016,7,0,14,0,1
44076,2,Second Class,DEBIT,Home Office,Europe,Eastern Europe,República Checa,Pilsen,5,74.94999695,65.95999908,8.989999771,4.159999847,1,1,1,2016,10,2,9,0,0
59776,4,Standard Class,DEBIT,Corporate,LATAM,South America,Argentina,Misiones,5,559.9300194,484.02999489999996,75.89999962,193.52999880000002,4,4,4,2017,5,0,13,0,0
21301,2,Second Class,PAYMENT,Corporate,Pacific Asia,Eastern Asia,China,Jilin,6,649.980011,507.480011,142.5,68.46000194999999,2,2,2,2015,11,5,22,1,0
64410,1,First Class,DEBIT,Home Office,Europe,Southern Europe,Italia,Sicilia,5,499.9000092,424.9099884,74.98999977,9.869999889,2,2,2,2017,7,5,5,1,1
50910,4,Standard Class,PAYMENT,Home Office,Pacific Asia,West Asia,Turquía,Antalya,12,949.8800201,834.3900299,115.48999977,176.78000736799999,4,4,4,2017,1,4,3,0,1
34532,4,Standard Class,CASH,Corporate,USCA,East of USA,Estados Unidos,Connecticut,5,299.9500122,269.9599915,30.0,10.80000019,1,1,1,2016,5,3,1,0,0
76680,4,Standard Class,DEBIT,Consumer,Pacific Asia,Eastern Asia,China,Heilongjiang,1,39.75,34.97999954,4.769999981,16.44000053,1,1,1,2018,1,2,8,0,1
41559,2,Second Class,PAYMENT,Consumer,Pacific Asia,West Asia,Arabia Saudí,Riad,1,199.9900055,175.9900055,24.0,13.19999981,1,1,1,2016,8,0,15,0,1
7099,4,Standard Class,DEBIT,Consumer,LATAM,Caribbean,República Dominicana,San Pedro de Macorís,4,59.95999908,49.16999817,10.78999996,17.70000076,1,1,1,2015,4,1,14,0,1
64003,4,Standard Class,TRANSFER,Corporate,Europe,Northern Europe,Reino Unido,Inglaterra,7,679.8700104,651.1700058,28.699999809,275.25000001,3,3,3,2017,7,6,6,1,0
68350,2,Second Class,PAYMENT,Consumer,Europe,Northern Europe,Reino Unido,Inglaterra,3,369.97001267999997,318.77000432,51.199999809000005,85.550001141,3,3,3,2017,9,6,17,1,1
39494,4,Standard Class,PAYMENT,Corporate,USCA,South of  USA ,Estados Unidos,Tennessee,7,735.92002106,679.85001377,56.070000644000004,126.21998597999999,3,3,3,2016,7,5,12,1,1
64748,4,Standard Class,DEBIT,Corporate,Europe,Southern Europe,España,Valenciana,6,329.9400024,326.0399932,3.900000095,70.15999984000001,2,2,2,2017,8,3,3,0,0
73734,2,Second Class,DEBIT,Home Office,Pacific Asia,Eastern Asia,China,Liaoning,1,215.8200073,207.1900024,8.630000114,49.31000137,1,1,1,2017,12,1,7,0,1
14442,1,First Class,DEBIT,Consumer,Europe,Northern Europe,Noruega,Rogaland,2,329.980011,278.3800049,51.60000038,92.69999695,2,2,2,2015,7,3,19,0,1
69020,4,Standard Class,TRANSFER,Corporate,Europe,Northern Europe,Reino Unido,Inglaterra,1,31.07999992,29.53000069,1.549999952,-14.26000023,1,1,1,2017,10,2,12,0,1
32872,4,Standard Class,PAYMENT,Consumer,USCA,US Center ,Estados Unidos,Texas,2,259.980011,231.3799973,28.60000038,90.40000153,2,1,1,2016,4,6,20,1,0
71799,1,First Class,DEBIT,Consumer,Pacific Asia,Eastern Asia,China,Jiangsu,1,532.5800171,495.2999878,37.27999878,49.52999878,1,1,1,2017,11,1,2,0,1
75777,2,Second Class,DEBIT,Consumer,Pacific Asia,Southeast Asia,Filipinas,Capital Nacional,1,327.75,311.3599854,16.38999939,41.40999985,1,1,1,2018,1,3,3,0,1
37668,2,Second Class,DEBIT,Consumer,USCA,East of USA,Estados Unidos,Nueva York,4,279.95999906,249.95999905999997,30.0,115.73999786,2,2,2,2016,7,6,20,1,1
37895,4,Standard Class,TRANSFER,Corporate,USCA,South of  USA ,Estados Unidos,Florida,1,299.980011,299.980011,0.0,-262.480011,1,1,1,2016,7,3,3,0,1
66521,2,Second Class,DEBIT,Corporate,Europe,Southern Europe,España,Andalucía,10,799.9000244,725.9100037000001,73.99000168,-731.9899825900001,2,2,2,2017,8,1,0,0,0
71588,4,Standard Class,TRANSFER,Corporate,Pacific Asia,Eastern Asia,China,Fujian,1,164.3800049,162.7400055,1.639999986,16.27000046,1,1,1,2017,11,5,0,1,0
61837,4,Standard Class,DEBIT,Corporate,Europe,Western Europe,Francia,Isla de Francia,9,1299.9000092,1133.9100037,165.99000168,224.1800003,4,4,4,2017,6,2,15,0,0
16066,4,Standard Class,CASH,Consumer,Europe,Southern Europe,España,Andalucía,2,79.98000336,67.98000336,12.0,18.36000061,1,1,1,2015,8,6,12,1,0
33242,4,Standard Class,TRANSFER,Consumer,USCA,US Center ,Estados Unidos,Texas,3,379.96001436,320.97001267999997,59.0,148.24000363,2,2,2,2016,4,5,5,1,0
73100,0,Same Day,TRANSFER,Corporate,Pacific Asia,South Asia,India,Rajastán,1,327.75,275.3099976,52.43999863,61.93999863,1,1,1,2017,12,6,1,1,0
47382,4,Standard Class,PAYMENT,Consumer,Pacific Asia,West Asia,Turquía,Mersin,9,619.8700028000001,511.88999176000004,107.98000145,138.540003263,3,3,3,2016,11,1,15,0,0
41211,4,Standard Class,PAYMENT,Consumer,USCA,US Center ,Estados Unidos,Iowa,9,729.9100036,673.909996,56.0,-180.25999457,4,4,4,2016,8,2,13,0,0
29000,2,Second Class,CASH,Consumer,Pacific Asia,Southeast Asia,Indonesia,Java Oriental,5,299.9500122,251.9600067,47.99000168,120.9400024,1,1,1,2016,2,6,7,1,1
43343,4,Standard Class,DEBIT,Consumer,Pacific Asia,South Asia,Irán,Kermanshah,5,679.94002154,624.24001694,55.69999981,133.060002336,4,4,4,2016,9,5,16,1,0
69883,1,First Class,DEBIT,Home Office,Europe,Northern Europe,Reino Unido,Inglaterra,1,452.0400085,447.519989,4.519999981,214.8099976,1,1,1,2017,10,1,2,0,1
4734,2,Second Class,DEBIT,Consumer,LATAM,Central America,México,México,12,1071.85002136,970.86000056,101.0,147.0300026,4,4,4,2015,3,2,2,0,1
76900,1,First Class,DEBIT,Consumer,Pacific Asia,Southeast Asia,Filipinas,Calabarzón,1,215.8200073,187.7599945,28.05999947,82.62000275,1,1,1,2018,1,5,13,1,1
24709,4,Standard Class,DEBIT,Consumer,Pacific Asia,Eastern Asia,China,Anhui,16,1129.8400154400001,1053.06001654,76.77999878,-19.66999793699999,5,4,4,2015,12,6,16,1,1
57454,4,Standard Class,CASH,Home Office,LATAM,South America,Brasil,Espíritu Santo,6,989.9300231999999,915.9300003,74.0,-491.81998443000003,5,3,3,2017,4,1,16,0,1
50250,4,Standard Class,TRANSFER,Consumer,Africa,North Africa,Egipto,Alejandría,10,529.8600043399999,446.380001,83.48000145,-11.620001759999994,4,3,3,2017,1,1,12,0,1
38743,4,Standard Class,TRANSFER,Consumer,USCA,US Center ,Estados Unidos,Illinois,8,1274.8900299,1098.9000397,175.98999977,114.61000014499999,4,3,3,2016,7,1,13,0,0
34521,1,First Class,PAYMENT,Consumer,USCA,West of USA ,Estados Unidos,Arizona,12,759.8800125,690.890007,68.989999533,-2.799995420000002,5,3,3,2016,5,2,21,0,1
21538,4,Standard Class,TRANSFER,Corporate,Pacific Asia,Southeast Asia,Tailandia,Bangkok,3,399.96001436,373.36000826,26.600000381,169.29000664,3,3,3,2015,11,2,9,0,0
47244,1,First Class,CASH,Home Office,Africa,East Africa,Zambia,Lusaka,5,449.9599915,377.4700012,72.48999786,116.74999618000001,2,2,2,2016,11,6,15,1,1
45355,1,First Class,PAYMENT,Corporate,Pacific Asia,West Asia,Turquía,Samsun,15,1099.82001496,999.81999966,100.0,154.250004416,5,5,5,2016,10,0,1,0,1
15007,4,Standard Class,DEBIT,Consumer,Europe,Southern Europe,Portugal,Porto,2,99.95999908,90.95999908,9.0,-72.76999664,1,1,1,2015,8,5,1,1,0
39281,4,Standard Class,PAYMENT,Corporate,USCA,US Center ,Estados Unidos,Illinois,4,549.980011,532.480011,17.5,256.45999145999997,2,2,2,2016,7,2,9,0,0
15397,4,Standard Class,CASH,Consumer,Europe,Western Europe,Alemania,Bavaria,4,434.95001417,370.59999277,64.349999905,-337.950010403,3,3,3,2015,8,3,17,0,0
59808,1,First Class,TRANSFER,Corporate,LATAM,Central America,Nicaragua,Matagalpa,5,689.92001726,635.42000961,54.499999761,224.690006752,4,4,4,2017,5,1,1,0,1
28304,4,Standard Class,PAYMENT,Consumer,Pacific Asia,Eastern Asia,China,Jiangsu,4,1029.9400329999999,901.4400253599999,128.5,162.82999992999999,4,4,4,2016,2,3,3,0,1
3513,4,Standard Class,TRANSFER,Corporate,LATAM,Central America,El Salvador,San Salvador,7,909.9500275,821.9500122,88.0,44.23999401999999,5,4,4,2015,2,5,6,1,0
1244,1,First Class,DEBIT,Home Office,LATAM,Central America,Guatemala,Guatemala,6,769.9300232,686.7800139999999,83.150000095,2.5500030199999912,3,3,3,2015,1,0,3,0,1
21959,4,Standard Class,CASH,Consumer,Pacific Asia,Oceania,Australia,Australia del Sur,2,100.0,93.0,7.0,24.18000031,1,1,1,2015,11,1,12,0,1
26533,4,Standard Class,TRANSFER,Corporate,Pacific Asia,Oceania,Australia,Australia del Sur,2,31.97999954,30.21999931,1.75999999,8.760000229,1,1,1,2016,1,5,7,1,0
53296,1,First Class,DEBIT,Home Office,LATAM,South America,Brasil,São Paulo,5,279.93000028,261.93000028,18.0,107.90999984999999,2,2,2,2017,2,3,23,0,1
55202,4,Standard Class,DEBIT,Consumer,LATAM,South America,Argentina,Chaco,8,784.91001892,684.06001282,100.850000381,-161.65000535,4,4,4,2017,3,3,19,0,0
42826,4,Standard Class,DEBIT,Consumer,Pacific Asia,West Asia,Turquía,Izmir,7,449.93001556,418.73001103,31.199998859999997,134.69999695,3,3,3,2016,9,5,3,1,0
7377,4,Standard Class,DEBIT,Consumer,LATAM,Caribbean,Cuba,Santiago de Cuba,17,1489.8700256,1407.3700256,82.5,257.87999822,5,4,4,2015,4,5,16,1,0
13172,4,Standard Class,TRANSFER,Consumer,Europe,Northern Europe,Reino Unido,Inglaterra,1,129.9900055,123.4899979,6.5,41.74000168,1,1,1,2015,7,6,6,1,0
31531,4,Standard Class,PAYMENT,Home Office,USCA,South of  USA ,Estados Unidos,Florida,7,569.93000408,540.93000408,28.999999525,-438.67001246899997,4,3,3,2016,4,1,6,0,0
76228,4,Standard Class,DEBIT,Consumer,Pacific Asia,South Asia,India,Uttar Pradesh,1,39.75,33.79000092,5.960000038,1.00999999,1,1,1,2018,1,2,17,0,0
56503,4,Standard Class,DEBIT,Consumer,LATAM,Caribbean,República Dominicana,Santo Domingo,10,521.84999655,469.57000733,52.29000187,103.070000666,4,3,3,2017,4,1,19,0,0
2552,4,Standard Class,TRANSFER,Corporate,LATAM,Central America,El Salvador,San Salvador,6,449.980011,374.9799957,75.0,-14.909999849999998,2,2,2,2015,2,5,5,1,0
25931,0,Same Day,TRANSFER,Consumer,Pacific Asia,Eastern Asia,China,Sichuan,2,349.96001054,308.21001054,41.75,95.75000191000001,2,2,2,2016,1,3,12,0,1
20957,4,Standard Class,DEBIT,Consumer,Pacific Asia,Eastern Asia,China,Zhejiang,13,779.87001796,691.08000946,88.790001871,-116.95000453000002,4,3,3,2015,11,0,21,0,0
71531,1,First Class,PAYMENT,Consumer,Europe,Western Europe,Alemania,Berlín,1,164.3800049,157.8000031,6.579999924,51.29000092,1,1,1,2017,11,4,4,0,1
70979,4,Standard Class,DEBIT,Home Office,Europe,Western Europe,Francia,Provenza-Alpes-Costa Azul,1,252.8800049,230.1199951,22.76000023,110.4599991,1,1,1,2017,11,3,2,0,1
40829,4,Standard Class,DEBIT,Consumer,USCA,East of USA,Estados Unidos,Nueva York,12,929.9300079,893.6300049,36.299999952,61.01999855,4,4,4,2016,8,3,23,0,1
48430,4,Standard Class,DEBIT,Consumer,Europe,Southern Europe,Croacia,Grad Zagreb,20,999.9199982,871.9299927,127.99000168,-74.80999759,5,2,2,2016,12,2,22,0,1
4396,0,Same Day,TRANSFER,Consumer,LATAM,Central America,México,Michoacán,13,699.9500122,636.55001067,63.399999976000004,174.72999954,4,4,4,2015,3,4,3,0,0
5855,2,Second Class,TRANSFER,Home Office,LATAM,South America,Brasil,Pará,15,1059.9200134,981.8300018,78.09000015000001,325.82000598,5,4,4,2015,3,4,10,0,1
2212,4,Standard Class,CASH,Home Office,LATAM,Caribbean,Barbados,San Miguel,6,839.9300232,746.5300064,93.39999962,270.54000088,4,3,3,2015,2,0,6,0,0
878,4,Standard Class,DEBIT,Corporate,LATAM,Caribbean,Cuba,Camagüey,18,1049.7899932999999,1005.2899933,44.5,-209.84999089000002,5,3,3,2015,1,1,19,0,0
